Name 1,Name 2
袁遗,袁遺
衮特·布鲁门特里特,君特·布魯門特里特
裴延龄,裴延齡
裴文軒,裴文轩
裴行俨,裴行儼
褚志远,褚志遠
褚渊,褚淵
褚輔成,褚辅成
渡辺久美子,渡邊久美子
西奧多·赫茨爾,西奥多·赫茨尔
西爾維亞·卡特賴特,西尔维亚·卡特赖特
西爾維奧·貝盧斯科尼,西尔维奥·贝卢斯科尼
西尼德·奧康娜,西尼德·奥康娜
西尾维新,西尾維新
西冈刚,西岡剛
西川满,西川滿
西德尼·謝爾頓,西德尼·谢尔顿
西恩·馬克斯,西恩·马克斯
西拉傑·烏德·達烏拉,西拉杰·乌德·达乌拉
西村壽行,西村寿行
西村朋纮,西村朋紘
西村雅彦,西村雅彥
西沙瓦·喬本潘,西沙瓦·乔本潘
西泽立卫,西澤立衛
西美昂·薩克森-科堡-哥達斯基,西美昂·萨克森-科堡-哥达斯基
西蒙·普尔西斐,西蒙·普爾西斐
智伯,荀瑶
西乡从道,西鄉從道
西里爾·約翰·拉德克利夫,西里爾·拉德克利夫，第一代拉德克利夫子爵
西雅圖酋長,西雅图酋长
西丽克·史密莎,西麗克·史密莎
西丽玛沃·拉特瓦特·迪亚斯·班达拉奈克,西丽玛沃·班达拉奈克
要润,要潤
观月亚里莎,觀月亞里莎
角田觉治,角田覺治
解缙,解縉
言百谦,言百謙
计有功,計有功
许不了,許不了
许世贤,許世賢
许京宁,許京寧
许人介,許人介
许僖公,許僖公
许元公,許元公
许克祥,許克祥
许胜雄 (电机),許勝雄 (電機)
许可琼,許可瓊
许国璋 (军人),許國璋 (軍人)
许国隆,許國隆
许培育,許培育
许尧佐,許堯佐
许子根,許子根
许定国,許定國
许峰宾,許峰賓
许崇智,許崇智
许庄公,許庄公
许张爱帘,許張愛簾
许志华,許志華
许怡才,許怡才
许悼公,許悼公
许攸,許攸
许文公,許文公
许文雄,許文雄
许斐刚,許斐剛
许新枝,許新枝
许昭公,許昭公
许昭荣,許昭榮
许柳,許柳
许桓公,許桓公
许荣淑,許榮淑
许历农,許歷農
许浚,許浚
许海清,許海清
许登宫,許登宮
许穆公,許穆公
许竹见,許竹見
许纯美,許純美
许素叶,許素葉
许绍雄,許紹雄
许翰,許翰
许英兰,許英蘭
许志为,許誌為
许贡,許貢
许远东,許遠東
许钟碧霞,許鍾碧霞
许长青,許長青
许闵岚,許閔嵐
许灵公,許靈公
许靖,許靖
该隐,該隱
詹启贤,詹啟賢
詹姆斯·喬治·溫納瑞斯,詹姆斯·乔治·温纳瑞斯
詹姆斯·史都华,詹姆斯·史都華
詹姆斯·哈罗德·杜立德,詹姆斯·哈羅德·杜立德
詹姆斯·夫蘭克,詹姆斯·弗兰克
詹姆斯·康諾利,詹姆斯·康诺利
詹姆斯·特瑞尔,詹姆斯·特瑞爾
詹姆斯·督汉,詹姆斯·督漢
詹姆斯·范·霍夫騰,詹姆斯·范·霍夫腾
詹姆斯·莫里亞蒂教授,詹姆斯·莫里亚蒂教授
詹姆斯·韋伯·揚,詹姆斯·韦伯·扬
詹姆斯·庞德,占士邦
詹益桦,詹益樺
詹逊,詹遜
调皮鬼,調皮鬼
诹访御料人,諏訪御料人
诹访部顺一,諏訪部順一
谏山春树,諫山春樹
谌重,諶重
诸葛乔,諸葛喬
诸葛均,諸葛均
诸葛玄,諸葛玄
诸葛融,諸葛融
诸葛诞,諸葛誕
诸葛长民,諸葛長民
诺丹妮尔,諾丹妮爾
诺亚·波拜克,諾亞·波拜克
诺曼·梅勒,諾曼·梅勒
诺瓦克·乔科维奇,諾瓦克·喬科維奇
谢介石,謝介石
谢升 (明朝),謝升 (明朝)
谢在全,謝在全
谢德谦,謝德謙
谢承勋,謝承勳
谢春木,謝南光
谢朗,謝朗
谢东闵,謝東閔
谢欣霓,謝欣霓
谢永常,謝永常
谢尔盖·巴达普,謝爾蓋·巴達普
谢尔盖·格奥尔基耶维奇·戈尔什科夫,謝爾蓋·格奧爾基耶維奇·戈爾什科夫
谢尔盖·科罗廖夫,谢尔盖·帕夫洛维奇·科罗廖夫
谢发达,謝發達
谢章捷,謝章捷
谢美惠,謝美惠
谢肇齐,謝肇齊
谢万,謝萬
谢薖,謝薖
谢贵,謝貴
谢贤 (台湾),謝賢 (台灣)
谢迁 (义军),謝遷 (義軍)
谢长亨,謝長亨
谭伯源,譚伯源
谭信民,譚信民
谭凯邦,譚凱邦
谭小环,譚小環
谭尚渭,譚尚渭
谭惠珠,譚惠珠
谭文,譚文
谭祥,譚祥
谭绍光,譚紹光
谭处端,譚處端
讓-克洛德·容克,让-克洛德·容克
讓-克洛德·杜瓦利埃,让-克洛德·杜瓦利埃
讓-巴普蒂斯特·柯爾貝爾,让-巴普蒂斯特·柯尔贝尔
讓-弗朗索瓦·馬太,让-弗朗索瓦·马太
讓-弗雷德里克·菲利波 (莫爾帕伯爵),让-弗雷德里克·菲利波 (莫尔帕伯爵)
讓-皮埃爾·拉法蘭,让-皮埃尔·拉法兰
讓-皮埃爾·本巴,让-皮埃尔·本巴
讓-路易·博洛,让-路易·博洛
讓·平,让·平
讓德句,让德句
許光達,许光达
許壽裳,许寿裳
許承堯,许承尧
許文遠,许文远
許昂,许昂
許望,许望
許由,许由
許還幻,许还幻
許遜,许逊
詩琳通公主,诗琳通公主
諸葛尚,诸葛尚
諾蘭·布什內爾,诺兰·布什内尔
謝冰瑩,谢冰莹
謝安,谢安
謝爾戈·奧爾忠尼啟則,格里高利·康斯坦丁诺维奇·奥尔忠尼启则
謝爾蓋·布林,谢尔盖·布林
謝爾蓋·瓦季莫維奇·斯捷帕申,谢尔盖·瓦季莫维奇·斯捷帕申
謝爾蓋·謝爾蓋耶維奇·西多爾斯基,谢尔盖·谢尔盖耶维奇·西多尔斯基
謝爾蓋·馬蒂諾夫 (政治家),谢尔盖·马蒂诺夫 (政治家)
謝尚,谢尚
謝志望,谢志望
謝混,谢混
謝玄,谢玄
謝耿民,谢耿民
謝苗·康斯坦丁諾維奇·鐵木辛哥,谢苗·康斯坦丁诺维奇·铁木辛哥
譚人鳳,谭人凤
譚厚蘭,谭厚兰
譚寧邦,谭宁邦
譚家述,谭家述
譚平山,谭平山
譚維維,谭维维
谷內伸也,谷内伸也
谷內正太郎,谷内正太郎
谷山纪章,谷山紀章
谷山丰,谷山豐
谷正倫,谷正伦
豆钉兔,豆釘兔
丰俭院,豐儉院
丰原功补,豐原功補
丰原里美,蔣里美
丰口惠,豐口惠
丰存芳,豐存芳
丰川悦司,豐川悅司
丰永利行,豐永利行
丰田佐吉,豐田佐吉
丰田实,豐田實
丰稷,豐稷
丰臣秀赖,豐臣秀賴
丰臣秀长,豐臣秀長
丰锹入姬命,豐鍬入姬命
豪爾赫·布魯查加,豪尔赫·布鲁查加
豪爾赫·拉斐爾·魏地拉,豪尔赫·拉斐尔·魏地拉
豫让,豫讓
猪口有佳,豬口有佳
贝利·高华德,貝利·高華德
贝里达,貝里達
贡敏,貢敏
贯休,貫休
贯地谷诗穗梨,貫地谷詩穗梨
费伏·森明顿,費伏·森明頓
费夫齐·恰克马克,費夫齊·恰克馬克
费奥多·欧克洛普科夫,費奧多·歐克洛普科夫
费无忌,費無忌
费纳芬,費納芬
费诺,費諾
贺一龙,賀一龍
贺人龙,賀人龍
贺定一,賀定一
贺循,賀循
贺东招二,賀東招二
贺维,賀維
贺维珍,賀維珍
贺若弼,賀若弼
贺茂真渊,賀茂真淵
贺邵,賀邵
贺齐,賀齊
贾惜春,賈惜春
贾探春,賈探春
贾斯汀·提姆布莱克,賈斯汀·提姆布萊克
贾桂琳·杜伦,賈桂琳·杜倫
贾母,賈母
贾珍,賈珍
贾迎春,賈迎春
贱岳七本枪,賤岳七本槍
赖俊男,賴俊男
赖名汤,賴名湯
赖幸媛,賴幸媛
赖恭,賴恭
赖慕布,賴慕布
赖晚钟,賴晚鐘
赖汉英,賴漢英
赖绍尧,賴紹堯
赖声川,賴聲川
赖英照,賴英照
赖鼎铭,賴鼎銘
赛尚阿,賽尚阿
赞宁,贊寧
貝拉克·奧巴馬,贝拉克·奥巴马
貝特朗·德拉諾埃,贝特朗·德拉诺埃
貝蒂·福特,贝蒂·福特
貝蒂爾·奧林,贝蒂尔·奥林
貞本義行,贞本义行
費俊龍,费俊龙
費信惇,费信惇
費利克斯·烏弗埃-博瓦尼,费利克斯·乌弗埃-博瓦尼
費利克斯·布洛赫,费利克斯·布洛赫
費利克斯·豪斯多夫,费利克斯·豪斯多夫
費利斯,费利斯
費多爾·馮·博克,费多尔·冯·博克
費爾南多·波因,费尔南多·波因
費爾南多·羅密歐·盧卡斯·加西亞,费尔南多·罗密欧·卢卡斯·加西亚
費德里戈·加西亞·洛爾卡,费德里戈·加西亚·洛尔卡
費斯圖斯·莫加埃,费斯图斯·莫加埃
費英東,费英东
費薩爾·法耶茲,费萨尔·法耶兹
費觀,费观
費迪南·比松,费迪南·比松
費迪南德·舍納爾,费迪南德·舍纳尔
費迪南德·馬科斯,费迪南德·马科斯
賈代儒,贾代儒
賈蘭,贾兰
賈卡亞·基奎特,贾卡亚·基奎特
賈島,贾岛
賈政,贾政
賈敬,贾敬
賈斯汀·里德,贾斯汀·里德
賈曹傑,賈曹·達瑪仁欽
賈森·哈特,贾森·哈特
賈森·特里,贾森·特里
賈環,贾环
賈珠,贾珠
賈璉,贾琏
賈琮,贾琮
賈維斯·海耶斯,贾维斯·海耶斯
賈芸,贾芸
賈芹,贾芹
賈菌,贾菌
賈蓉,贾蓉
賈薔,贾蔷
賈詡,贾诩
賈赦,贾赦
賈逵 (北宋),贾逵 (北宋)
賈雨村,贾雨村
賴伊,特吕格韦·赖伊
賴克·伯曼,赖克·伯曼
賴尚榮,赖尚荣
賽金花,赛金花
赤城德彥,赤城德彦
赤拉尼維,赤拉尼维
赫伯特·馬爾庫塞,赫伯特·马尔库塞
赫爾利,帕特里克·杰伊·赫尔利
赫爾曼·埃米爾·費歇爾,赫尔曼·埃米尔·费歇尔
赫爾曼·戈林,赫尔曼·戈林
赫爾穆特·施密特,赫尔穆特·施密特
赫爾穆特·科爾,赫尔穆特·科尔
赫尔南勒兹,赫爾南勒茲
赫尔曼·霍特,赫爾曼·霍特
赫耳墨斯·羅德里格斯·達·豐塞卡,赫耳墨斯·罗德里格斯·达·丰塞卡
赫費斯提翁,赫费斯提翁
趙一曼,赵一曼
趙與時,赵与时
趙侗,赵侗
趙信,赵信
趙升,赵升
趙南哲,赵南哲
趙聲,赵声
趙天麟,赵天麟
趙太侔,赵太侔
趙嫗,赵妪
趙姨娘,赵姨娘
趙威后,赵威后
趙家蓀,赵家荪
趙師秀,赵师秀
趙思綰,赵思绾
趙恆惕,赵恒惕
趙括,赵括
趙振東,赵振东
趙文華,赵文华
趙汝適,赵汝适
趙洪文國,赵洪文国
趙率教,赵率教
趙盾,赵盾
趙紫宸,赵紫宸
趙綰,赵绾
趙藩,赵藩
趙衰,赵衰
趙貴,赵贵
趙長青,赵常青
超级名模,超級名模
赵冬曦,趙冬曦
赵叡,趙叡
赵可怀,趙可懷
赵奢,趙奢
赵守博,趙守博
赵家骧,趙家驤
赵寅成,趙寅成
赵少昂,趙少昂
赵庶,趙庶
赵广,趙廣
赵弘殷,趙弘殷
赵德明,趙德明
赵德昭,趙德昭
赵志华,趙志華
赵应春,趙應春
赵成珉,趙成珉
赵抃,趙抃
赵明诚,趙明誠
赵昱,趙昱
赵普胜,趙普勝
赵汝愚,趙汝愚
赵汝腾,趙汝騰
赵尔巽,趙爾巽
赵玉平,趙玉平
赵范 (三国),趙範 (三國)
赵粹中,趙粹中
赵统,趙統
赵聚钰,趙聚鈺
赵胤熙,趙胤熙
赵良栋,趙良棟
赵良燕,趙良燕
赵蕃,趙蕃
赵观涛,趙觀濤
赵镛基,趙鏞基
赵显宰,趙顯宰
赵丽云,趙麗雲
赵鼎臣,趙鼎臣
足利直义,足利直義
足利义清,足利義清
跋锋寒,跋鋒寒
路德維希·派舍爾,路德维希·派舍尔
路德維希·維特根斯坦,路德维希·维特根斯坦
路德維希·艾哈德,路德维希·艾哈德
路易·弗朗謝·德斯佩雷,路易·弗朗谢·德斯佩雷
路易·斐迪南 (普魯士),路易·斐迪南 (普鲁士)
路易·馬克·安托萬·德·諾阿耶,路易·马克·安托万·德·诺阿耶
路易絲·弗雷歇特,路易丝·弗雷歇特
路易二世·德·波旁 (孔代親王),路易二世·德·波旁 (孔代亲王)
路易斯·聖勞倫特,路易斯·圣劳伦特
路易斯·蒙巴顿，缅甸的第一代蒙巴顿伯爵,路易斯·蒙巴頓，第一代緬甸的蒙巴頓伯爵
车保罗,車保羅
车公,車公
车冑,車冑
车太铉,車太鉉
车淑梅,車淑梅
车范根,車範根
轲比能,軻比能
载勋,載勛
载垣,載垣
载宁龙二,載寧龍二
载澜,載瀾
車敏洙,车敏洙
載洵,载洵
辛奇·罗卡,辛奇·羅卡
辛评,辛評
农夫 (乐队),農夫 (組合)
辻亲八,辻親八
達格·哈馬舍爾德,达格·哈马舍尔德
達科·米里西奇,达科·米里西奇
達維德·雷貝林,达维德·雷贝林
達那埃,达那厄
邁克·布朗 (籃球教練),迈克·布朗 (篮球教练)
邁克·戴爾·畢比,迈克·戴尔·毕比
邁克·本田,迈克·本田
邁克·格拉韋爾,迈克·格拉韦尔
邁克爾·加林多,迈克尔·加林多
邁克爾·奧洛沃坎迪,迈克尔·奥洛沃坎迪
邁克爾·柯林斯,迈克尔·柯林斯
邁克爾·皮勒,迈克尔·皮勒
邁克爾·菲爾普斯,迈克尔·菲尔普斯
邁克羅夫特·福爾摩斯,迈克罗夫特·福尔摩斯
近松门左卫门,近松門左衛門
近藤真彥,近藤真彦
遠藤武彥,远藤武彦
迪奥塞斯,迪奧塞斯
迪特里希·潘霍华,迪特里希·潘霍華
迪萊塔·穆罕默德·迪萊塔,迪莱塔·穆罕默德·迪莱塔
選民 (宗教),选民 (宗教)
逢紀,逢纪
连凯,連凱
连尹襄老,連尹襄老
连恩·尼逊,連恩·尼遜
连拿度,連拿度·達·告魯斯·奧利華拉
连横 (人名),連橫 (歷史學家)
连温卿,連溫卿
连震东,連震東
进藤尚美,進藤尚美
游佐浩二,遊佐浩二
运庆,運慶
达尼罗·莫雷拉·塞拉诺,達尼羅·莫雷拉·塞拉諾
达斯·维达,達斯·維達
达斯·魔,達斯·魔
达比修有,達比修有
达素,達素
达维·云达贝治,達維·雲達貝治
达许·汉密特,達許·漢密特
远山和叶,遠山和葉
远藤保仁,遠藤保仁
远藤幸雄,遠藤幸雄
远藤正明,遠藤正明
远藤淑子,遠藤淑子
远藤绫,遠藤綾
迈克·彭博,迈克尔·布隆伯格
迈克尔·夏舜霆,夏舜霆
迈克尔·富特,邁克爾·富特
迈塔·卡帕克,邁塔·卡帕克
鄧禹,邓禹
鄧章欽,邓章钦
鄧茂七,邓茂七
鄧超,邓超
鄺健人,邝健人
邢岫煙,邢岫烟
邢榮傑,邢荣杰
那州雪绘,那州雪繪
那须与一,那須與一
邦·阿德里安·讓諾·德·蒙塞,邦·阿德里安·让诺·德·蒙塞
邦奇·威爾斯,邦奇·威尔斯
邦迪 (足球员),笠臣·邦迪
邦雅曼·達爾伯萊,邦雅曼·达尔伯莱
邱仕丰,邱仕豐
邱君强,邱君強
邱福龙,邱福龍
邱议莹,邱議瑩
邱连辉,邱連輝
邵传勇,邵傳勇
邵铭高,邵銘高
鄒衍,邹衍
鄭其貴,郑其贵
鄭律成,郑律成
鄭成美,郑成美
鄭文寶,郑文宝
鄭明勛,郑明勋
鄭夢周,郑梦周
鄭注,郑注
鄭石岩,郑石岩
鄭虎臣,郑虎臣
郗昙,郗曇
郗鑒,郗鉴
郝经,郝經
郝鵬舉,郝鹏举
郝龙斌,郝龍斌
酈道元,郦道元
郭從謙,郭从谦
郭严文,郭嚴文
郭国基,郭國基
郭图,郭圖
郭寄峤,郭寄嶠
郭嵩阳,郭嵩陽
郭从义,郭從義
郭怀一,郭懷一
郭荣宗,郭榮宗
郭荣振,郭榮振
郭荣赵,郭榮趙
郭添财,郭添財
郭无为,郭無為
郭祿大,郭禄大
郭蝦蟆,郭虾蟆
郭锡瑠,郭錫瑠
乡田穗积,鄉田穗積
邹丹,鄒丹
邹普胜,鄒普勝
邹洪,鄒洪
邹鲁,鄒魯
鄚天赐,鄚天賜
邓亮洪,鄧亮洪
邓俊安,鄧俊安
韋玉,韋寶珊
渕崎ゆり子,淵崎有里子
鹿賀ミツル,鹿賀滿
葉月絵理乃,葉月繪理乃
李孝貞,李孝贞
やなせなつみ,柳瀨洋美
柳瀨夏美,柳瀨洋美
阿耳戈舟英雄,阿爾戈英雄
張英 (東漢),张英 (东汉)
贝尼尼奥·阿基诺,班尼格諾·艾奎諾
吴庭儒,吴廷瑈
李福達案,李福達
鈴木三木三郎,鈴木三樹三郎
伯納德·蒙哥馬里，阿拉曼的第一代蒙哥馬里子爵,伯納德·蒙哥馬利，第一代阿拉曼的蒙哥馬利子爵
约翰·莫莱，布莱克本的第一代莫莱子爵,約翰·莫萊，第一代布萊克本的莫萊子爵
千葉進歩,千葉進步
路易斯·蒙巴頓，緬甸的第一代蒙巴頓伯爵,路易斯·蒙巴頓，第一代緬甸的蒙巴頓伯爵
维克托·霍普 (林利思戈侯爵),維克托·霍普，第二代林利思戈侯爵
哈羅德·亞歷山大，突尼斯的第一代亞歷山大伯爵,哈羅德·亞歷山大，第一代突尼斯的亞歷山大伯爵
佩透斯,珀透斯
伊利近,詹姆斯·布魯斯，第八代額爾金伯爵
贾元春,賈元春
克里斯托弗·多德,克里斯多夫·杜德
本多平八郎忠勝,本多忠勝
欒提於夫羅,持至尸逐侯單于
漢趙高祖,劉淵
邓宝珊,鄧寶珊
邓廷桢,鄧廷楨
邓特希,鄧特希
邓符协,鄧符協
邓肯·爱德华·欧捷顿,鄧肯·愛德華·歐捷頓
邓芝,鄧芝
邓莲如,鄧蓮如
邓训,鄧訓
邓通,鄧通
郑丁旺,鄭丁旺
郑介民,鄭介民
郑克塽,鄭克塽
郑克𡒉,鄭克𡒉
郑可学,鄭可學
郑培富,鄭培富
郑多彬 (1980年),鄭多彬 (1980年)
郑梦准,鄭夢準
郑大世,鄭大世
郑天华,鄭天華
郑孝胥,鄭孝胥
郑建国,鄭建國
郑弘 (东汉),鄭弘 (東漢)
郑明析,鄭明析
郑明训,鄭明訓
郑东泳,鄭東泳
郑楷,鄭楷
郑荣兴,鄭榮興
郑水枝,鄭水枝
郑汝芬,鄭汝芬
郑洞国,鄭洞國
郑海泉,鄭海泉
郑清文,鄭清文
郑浑,鄭渾
郑汉礼,鄭漢禮
郑为元,鄭為元
郑用锡,鄭用錫
郑省英,鄭省英
郑经,鄭經
郑美兰,鄭美蘭
郑芝虎,鄭芝虎
郑兰贞,鄭蘭貞
郑诗君,鄭詩君
郑贵莲,鄭貴蓮
郑还古,鄭還古
郑金玲,鄭金玲
郑隐 (西晋),鄭隱 (西晉)
郑颢,鄭顥
郑鸿猷,鄭鴻猷
郑鸿逵,鄭鴻逵
郑丽君,鄭麗君
郑丽媛,鄭麗媛
郑丽文,鄭麗文
郑龙水,鄭龍水
邝佐辉,鄺佐輝
邝其志,鄺其志
邝丽贞,鄺麗貞
郦琼,酈瓊
郦食其,酈食其
酒井兵库,酒井兵庫
医和,醫和
释广德,釋廣德
释晓云,釋曉雲
释由美子,釋由美子
释证严,釋證嚴
里卡多·阿拉爾孔,里卡多·阿拉尔孔
里卡爾多·賈科尼,里卡尔多·贾科尼
里奇·阿杜巴圖,里奇·阿杜巴图
里脇浅次郎,里脇淺次郎
重本小鸟,重本小鳥
重松花鸟,重松花鳥
野中廣務,野中广务
野中蓝,野中藍
野利旺榮,野利旺荣
野原广志,野原廣志
野坂浩賢,野坂浩贤
野岛健儿,野島健兒
野岛裕史,野島裕史
野村万斋,野村萬齋
野田顺子,野田順子
金·坎貝爾,金·坎贝尔
金·比茲利,金·比兹利
金·罗登贝瑞,金·羅登貝瑞
金亚中,金亞中
金仲華,金仲华
金俊燁,金俊烨
金胜友,金勝友
金咤,金吒
金喜爱,金喜愛
金聖愛,金圣爱
金培达,金培達
金妍儿,金妍兒
金妮·卫斯理,金妮·衛斯理
金宣儿,金宣兒
金弘集 (李氏朝鲜),金弘集 (朝鮮)
金文淳 (朝鲜),金文淳 (朝鮮)
金方庆,金方慶
金無怠,金无怠
金东进,金東進
金树仁,金樹仁
金泳镇,金泳鎮
金潤心,金润心
金溥聪,金溥聰
金泽文子,金澤文子
金燦榮,金灿荣
金炳贤,金炳賢
金环三结,金環三結
金田一春彥,金田一春彦
金田一莲十郎,金田一蓮十郎
金益鉉,金益铉
金碩洙,金硕洙
金禕,金祎
金声桓,金聲桓
金英日 (外務省副相),金永日
金榮,金荣
金贤姬,金賢姬
金贤珠,金賢珠
金载圭,金載圭
金载沅,金載沅
金镒喆,金一哲
金釧,金钏
金鎰吉,金一哲
北島冀子雄,北島驥子雄
金开英,金開英
金凤男,金鳳男
铃木一朗,鈴木一朗
铃木三树三郎,鈴木三樹三郎
铃木享明,鈴木享明
铃木京香,鈴木京香
铃木保奈美,鈴木保奈美
铃木光司,鈴木光司
铃木千寻,鈴木千尋
铃木园子,鈴木園子
铃木大拙,鈴木大拙
铃木央绍,鈴木央紹
铃木弓子,鈴木弓子
铃木爱理,鈴木愛理
铃木敏夫,鈴木敏夫
铃木敏文,鈴木敏文
铃木杏,鈴木杏
铃木直,鈴木直
铃木真仁,鈴木真仁
铃木庄六,鈴木莊六
铃木裕树,鈴木裕樹
铃木诚,鈴木誠
铃木贯太郎,鈴木貫太郎
铃木达央,鈴木達央
铃木重秀,鈴木重秀
铃木麻里子,鈴木麻里子
铃村健一,鈴村健一
铃置洋孝,鈴置洋孝
银河万丈,銀河萬丈
银河行,銀河行
银赫,銀赫
钱伦体,錢倫體
钱公辅,錢公輔
钱嘉征,錢嘉徵
钱德拉·谢卡尔,錢德拉·謝卡爾
钱忱,錢忱
钱思亮,錢思亮
钱振锽,錢振鍠
钱林慧君,錢林慧君
钱果丰,錢果豐
钱端礼,錢端禮
钱薇娟,錢薇娟
错枝,錯枝
键本辉,鍵本輝
钟世杰,鍾世傑
钟家宝,鍾家寶
钟懿芳,鍾懿芳
钟承佑,鍾承佑
钟荣峰,鍾榮峰
钟毓,鍾毓
钟理和,鍾理和
钟耀光,鍾耀光
钟离嘉,鍾離嘉
钟离昧,鍾離昧
钟离牧,鍾離牧
钟灵毓,鍾靈毓
铁扇公主,鐵扇公主
铁炮冢叶子,鐵炮塚葉子
铁铉,鐵鉉
鍾明善,钟明善
鍾謨,钟谟
欽本立,钦本立
錢壯飛,钱壮飞
錢德里卡·班達拉奈克·庫馬拉通加,钱德里卡·班达拉奈克·库马拉通加
錢徽,钱徽
錢肅樂,钱肃乐
錢能訓,钱能训
鈴木宗作,铃木宗作
銚期,铫期
鐮倉圭,镰仓圭
长原成树,長原成樹
长宗我部信亲,長宗我部信親
长宗我部元亲,長宗我部元親
长宗我部康丰,長宗我部康豐
长尾大,長尾大
长冈辉子,長岡輝子
长嶋茂雄,長嶋茂雄
长州小力,長州小力
长泽奈央,長澤奈央
长濑爱,長瀨愛
长谷川启介,長谷川啟介
长谷川清,長谷川清
长谷川滋利,長谷川滋利
长谷川町子,長谷川町子
长谷川秀一,長谷川秀一
长谷川等伯,長谷川等伯
长谷川逸子,長谷川逸子
长谷川集平,長谷川集平
长野博,長野博
长野诚,長野誠
長媽媽,长妈妈
長屋王,长屋王
長平公主,长平公主
闪,閃姆
开高健,開高健
闵纯,閔純
闽中十才子,閩中十才子
阎慧卿,閻慧卿
阎应元,閻應元
阎振兴,閻振興
阎柔,閻柔
阎毗,閻毗
阙壮镇,闕壯鎮
阙宣,闕宣
阙树木,闕樹木
关俊彦,關俊彥
关劲松,關勁松
关勉,關勉
关口宏,關口宏
关口知宏,關口知宏
关家良一,關家良一
关平,關平
关智一,關智一
瑟茜,喀耳刻
关翠杏,關翠杏
关兴,關興
关菁,關菁
关靖,關靖
阚维雍,闞維雍
門倉聰,门仓聪
門德賽汗·恩赫賽汗,门德赛汗·恩赫赛汗
間宮林藏,间宫林藏
閔一得,闵一得
閔損,闵损
閔智亭,闵智亭
閻婆惜,阎婆惜
閻立,阎立
閻行,阎行
閻象,阎象
閻迦勒,阎迦勒
坂口大助,阪口大助
阮小仪,阮小儀
阮庆,阮慶
阮文绍,阮文紹
阮玉壽,阮玉寿
阮玉湾,阮玉鸞
阮阅,阮閱
阿不思·邓不利多,阿不思·鄧不利多
阿亚梅,阿亞梅
阿佛瑞·史科伦,阿爾弗雷德·施勒姆
阿蘭·德龍,阿兰·德龙
阿蘭·里夏爾,阿兰·里夏尔
阿凱,阿凯
阿列克謝·鮑里索維奇·米勒,阿列克谢·鲍里索维奇·米勒
阿利乌,阿利烏
阿劳乌丁·塔凯希·本·伊尔·阿尔斯朗,塔乞失
阿卜杜·拉布·曼蘇爾·哈迪,阿卜杜·拉布·曼苏尔·哈迪
阿卜杜勒-卡迪爾·塔利卜·歐麥爾,阿卜杜勒-卡迪尔·塔利卜·奥马尔
阿卜杜卡迪尔,阿卜杜·卡迪爾
阿史那社爾,阿史那社尔
阿国,阿國
阿奇里斯与帕特罗克洛斯,阿奇里斯與帕特羅克洛斯
阿爾·戈爾,阿尔·戈尔
阿爾伯特·魏德邁,阿尔伯特·魏德迈
阿爾夫·蘭登,阿尔夫·兰登
阿爾弗雷多·雷納多,阿尔弗雷多·雷纳多
阿爾弗雷德·馮·施里芬,阿尔弗雷德·冯·施里芬
阿爾弗雷德·德雷福斯,阿尔弗雷德·德雷福斯
阿爾弗雷德·金賽,阿尔弗雷德·金赛
阿爾芒-埃曼紐爾·迪普萊西 (黎塞留公爵),阿尔芒-埃曼纽尔·迪普莱西 (黎塞留公爵)
阿爾貝·勒布倫,阿尔贝·勒布伦
阿爾馬茲別克·阿坦巴耶夫,阿尔马兹别克·阿坦巴耶夫
阿岱伯特·渥顿,阿岱伯特·渥頓
阿布緒爾托斯,阿布绪尔托斯
阿布薩馬特·馬薩利耶夫,阿布萨马特·马萨利耶夫
阿布赉,阿布賚
阿庇烏斯·克勞狄·克拉蘇,阿庇乌斯·克劳狄·克拉苏
阿弗雷多·沛雷兹·卢巴卡巴,阿弗雷多·沛雷茲·盧巴卡巴
阿德莱·史蒂文森,阿德萊·史蒂文森
阿德里安·謝潑德,阿德里安·谢泼德
阿披實·威差奇瓦,阿披实·威差奇瓦
阿拉烏丁·摩訶末,阿拉乌丁·摩诃末
阿拉姆·哈恰图良,阿拉姆·哈恰圖良
阿拉乌苏,阿拉烏蘇
阿散井恋次,阿散井戀次
阿方索·德·阿爾布克爾克,阿方索·德·阿尔布克尔克
阿曼多·阿琛迪亞,阿曼多·阿琛迪亚
阿曼達·皮特,阿曼达·皮特
阿会喃,阿會喃
阿历山度·摩兰奴,阿歷山度·摩蘭奴
阿涅莱维奇,阿涅萊維奇
阿尔卡拉索,胡安·德·阿爾卡拉索
阿尔西诺伊二世,阿爾西諾伊二世
阿尔诺德·盖伦,阿爾諾德·蓋倫
阿尔贝特·凯塞林,阿爾貝特·凱塞林
阿当·摩菲,阿當·摩菲
阿米爾·約翰遜,阿米尔·约翰逊
阿羅本,阿罗本
阿罗·拉索,阿羅·拉索
阿莎－羅絲·姆滕蓋蒂·米吉羅,阿莎-罗丝·米吉罗
阿萊克斯·索天卡,阿莱克斯·索天卡
阿萨格哈尔,阿薩格哈爾
阿西夫·阿里·扎爾達里,阿西夫·阿里·扎尔达里
阿諾·克萊芒,阿诺·克莱芒
阿諾·施瓦辛格,阿诺·施瓦辛格
阿赫麥德·庫賴,阿赫麦德·库赖
阿道夫·加蘭德,阿道夫·加兰德
